0	16
1,10668E+15	1
1,10789E+16	2
1,10809E+16	1
1,10849E+16	1
1,11091E+16	1
1,11151E+16	1
1,12465E+16	2
1,12671E+16	1
1,12734E+16	1
1,13052E+16	2
1,14404E+16	1
1,14521E+16	1
1,14526E+16	2
1,1482E+16	1
1,1493E+16	1
1,1515E+16	1
1,15272E+16	1
1,15319E+16	1
1,15339E+16	1
1,15407E+15	1
1,1555E+16	1
1,15618E+16	1
1,15721E+16	1
1,15823E+16	1
1,15873E+16	2
1,15884E+15	1
1,15996E+15	1
1,16062E+16	1
1,16128E+16	1
1,16306E+16	1
1,16329E+16	1
1,16397E+16	1
1,1652E+16	1
1,16874E+16	84
1,17934E+16	1
1,18081E+15	1
1,18106E+16	1
1,18174E+16	1
1,1846E+16	1
1,18563E+16	1
1,18724E+16	1
1,18738E+16	2
1,18749E+16	10
1,18805E+16	3
1,19013E+15	1
1,19036E+16	3
1,19573E+15	1
1,19578E+16	1
1,19601E+16	2
1,1966E+16	1
1,19682E+15	1
1,19934E+16	1
1,20008E+16	1
1,20055E+16	1
1,20118E+16	1
1,20603E+16	1
1,20717E+16	1
1,20782E+16	1
1,20848E+15	1
1,21066E+16	1
1,21079E+16	1
1,21115E+16	1
1,21229E+13	1
1,21261E+16	1
1,21287E+16	1
1,21359E+16	2
1,21414E+16	1
1,21433E+16	1
1,21469E+16	2
1,21479E+16	1
1,21542E+15	1
1,21563E+16	1
1,21729E+16	1
1,21756E+15	1
1,21778E+16	1
1,21795E+16	1
1,22176E+16	1
1,22322E+14	1
1,22398E+16	1
1,22457E+16	2
1,22474E+15	1
1,22507E+16	1
1,22575E+16	1
1,22577E+16	1
1,22578E+16	1
1,22605E+16	1
1,2268E+16	1
1,22856E+16	1
1,22865E+16	1
1,22898E+16	1
1,22935E+16	1
1,22958E+16	1
1,22966E+16	1
1,23046E+16	1
1,23108E+16	1
1,23127E+16	1
1,23154E+16	1
1,23178E+16	1
1,23225E+15	1
1,23236E+16	1
1,23256E+16	1
1,23339E+16	1
1,23371E+16	3
1,23373E+16	1
1,2337E+15	1
1,23382E+16	1
1,23385E+16	1
1,23447E+16	1
1,23472E+15	2
1,23508E+16	1
1,23517E+16	1
1,23617E+16	1
1,23752E+16	1
1,2378E+16	1
1,2382E+16	1
1,2383E+16	1
1,23841E+16	1
1,23872E+16	1
1,23905E+16	1
1,23946E+15	1
1,23967E+16	1
1,23974E+16	1
1,23999E+16	1
1,23E+16	1
1,24006E+15	3
1,24034E+16	1
1,24073E+16	1
1,2408E+16	1
1,24183E+16	1
1,24192E+16	1
1,24194E+16	2
1,24202E+16	1
1,24241E+16	1
1,24244E+16	1
1,24275E+16	1
1,24287E+16	1
1,24339E+16	1
1,24361E+16	1
1,24374E+16	1
1,24421E+16	1
1,24424E+16	1
1,24485E+16	1
1,24495E+16	1
1,24503E+16	1
1,24521E+16	1
1,24525E+16	1
1,24544E+15	2
1,2454E+15	1
1,24557E+16	1
1,24572E+16	1
1,24585E+16	1
1,24652E+15	1
